CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
228,Female,24,22,91
229,Female,34,59,89
230,Female,40,101,72
231,Male,43,90,1
232,Male,38,90,84
233,Female,39,61,44
234,Female,24,29,87
235,Female,31,119,96
236,Male,32,40,75
237,Female,24,66,39
238,Male,26,107,54
239,Male,68,35,88
240,Male,65,65,75
241,Male,25,52,29
242,Male,67,34,54
243,Female,40,146,90
244,Female,46,69,16
245,Female,35,106,99
246,Female,48,42,20
247,Female,47,18,46
248,Male,69,90,67
249,Female,56,81,65
250,Female,52,100,58
251,Male,35,105,53
252,Female,59,119,1
253,Male,56,15,81
254,Female,34,86,66
255,Male,31,101,29
256,Female,48,20,84
257,Female,41,75,70
258,Male,52,26,8
259,Male,61,20,29
260,Male,62,41,51
261,Male,51,138,33
262,Male,20,120,3
263,Male,54,107,60
264,Male,60,123,35
265,Male,57,113,69
266,Female,43,49,91
267,Female,40,98,76
268,Male,61,70,84
269,Female,56,63,20
270,Female,32,60,73
271,Female,66,127,39
272,Female,21,57,4
273,Male,46,138,19
274,Female,39,111,91
275,Male,42,104,45
276,Female,30,53,43
277,Female,35,99,13
278,Female,50,76,13
279,Male,33,120,60
280,Female,62,121,57
281,Male,59,68,86
282,Female,61,140,92
283,Male,19,23,52
284,Female,52,102,53
285,Male,59,51,86
286,Male,51,63,43
287,Female,47,55,83
288,Male,30,31,72
289,Female,30,102,72
290,Female,35,35,42
291,Female,49,65,90
292,Female,49,73,26
293,Female,52,55,23
294,Female,56,53,43
295,Female,63,25,77
296,Female,69,91,28
297,Female,46,141,9
298,Female,66,60,20
299,Female,46,59,56
300,Male,61,15,83
301,Male,33,122,39
302,Female,61,33,51
303,Female,64,90,12
304,Female,27,86,79
305,Female,47,123,95
306,Female,42,26,55
307,Female,56,59,78
308,Female,37,104,11
309,Female,22,117,26
310,Male,18,22,42
311,Female,47,105,27
312,Male,66,101,11
313,Female,20,98,38
314,Female,62,96,98
315,Male,31,82,43
316,Female,47,141,19
317,Male,67,96,64
318,Female,21,98,6
319,Female,35,127,46
320,Male,54,90,42
321,Female,42,136,92
322,Male,65,55,65
323,Female,18,16,99
324,Male,63,43,72
325,Male,32,119,59
326,Female,26,65,52
327,Female,32,89,47
328,Male,66,24,7
329,Female,41,65,11
330,Female,21,132,61
331,Female,29,135,68
332,Male,54,53,25
333,Male,54,42,12
334,Male,60,17,26
335,Male,23,98,12
336,Male,56,131,43
337,Male,63,16,51
338,Male,41,107,37
339,Male,28,145,46
340,Male,30,108,53
341,Female,51,54,88
342,Male,42,16,80
343,Female,24,95,13
344,Female,69,26,89
345,Female,21,79,54
346,Male,25,69,57
347,Male,37,59,4
348,Male,46,115,75
349,Male,68,76,96
350,Female,62,63,49
351,Male,63,141,7
352,Male,27,37,11
353,Male,60,52,92
354,Male,51,42,54
355,Male,43,35,87
356,Female,58,121,45
357,Male,66,113,23
358,Female,20,133,28
359,Male,23,87,57
360,Female,22,136,26
361,Male,22,44,25
362,Male,64,122,54
363,Female,40,112,29
364,Female,66,46,83
365,Female,26,93,97
366,Male,52,55,36
367,Female,37,77,14
368,Male,66,37,78
369,Male,59,118,35
370,Female,52,89,30
371,Female,67,62,92
372,Male,35,71,17
373,Male,34,132,67
374,Female,41,114,80
375,Female,20,138,30
376,Female,49,48,93
377,Male,52,21,45
378,Male,55,70,79
379,Male,30,79,89
380,Male,64,61,51
381,Male,42,33,47
382,Male,26,140,53
383,Female,21,63,64
384,Male,31,127,38
385,Male,54,52,64
386,Male,51,78,87
387,Female,28,83,89
388,Male,58,130,7
389,Male,20,79,22
390,Female,45,45,81
391,Male,46,146,82
392,Male,26,127,41
393,Male,20,123,74
394,Male,42,83,10
395,Male,51,134,57
396,Female,29,102,7
397,Female,59,81,50
398,Female,26,89,91
399,Male,32,59,52
400,Male,57,18,33
401,Male,42,121,1
402,Female,22,65,53
403,Male,28,64,60
404,Male,51,20,34
405,Female,41,73,4
406,Male,32,139,17
407,Female,55,44,4
408,Female,25,136,43
409,Female,22,139,90
410,Male,65,51,4
411,Male,43,138,1
412,Male,35,115,71
413,Male,23,49,94
414,Male,54,101,50
415,Male,65,148,73
416,Male,30,32,61
417,Female,45,127,35
418,Male,22,43,8
419,Female,30,91,24
420,Male,34,73,83
421,Male,67,140,36
422,Male,57,123,50
423,Female,62,36,43
424,Female,49,82,27
425,Female,46,83,32
426,Female,68,63,78
427,Male,20,123,18
428,Female,57,100,28
429,Male,51,67,29
430,Male,57,137,16
431,Female,44,101,99
432,Female,30,145,47
433,Female,62,56,59
434,Female,50,112,31
435,Female,23,123,4
436,Female,41,65,37
437,Female,36,99,17
438,Female,33,141,39
439,Male,57,35,48
440,Female,45,58,46
441,Female,50,117,90
442,Male,65,82,48
443,Female,58,143,39
444,Male,30,106,4
445,Male,60,38,30
446,Female,62,139,30
447,Male,42,125,22
448,Male,59,112,75
449,Male,53,31,66
450,Male,44,113,12
451,Female,55,96,94
452,Male,24,118,36
453,Female,22,33,18
454,Male,60,99,90
455,Male,62,22,53
456,Male,68,42,71
457,Male,48,19,1
458,Female,40,115,58
459,Female,59,132,90
460,Male,27,78,87
461,Male,49,105,90
462,Female,60,131,6
463,Male,47,112,70
464,Male,56,25,44
465,Male,48,68,72
466,Female,35,61,24
467,Female,53,19,86
468,Female,19,34,19
469,Male,31,60,18
470,Male,30,26,95
471,Female,46,84,30
472,Female,29,31,42
473,Female,56,129,33
474,Female,19,62,74
475,Male,49,122,12
476,Female,30,66,94
477,Male,63,110,27
478,Female,44,84,39
479,Male,66,116,9
480,Female,58,89,21
481,Female,34,96,76
482,Female,57,106,29
483,Female,48,18,33
484,Male,51,149,62
485,Female,41,123,15
486,Male,62,62,2
487,Male,52,87,52
488,Male,65,86,44
489,Male,23,130,54
490,Female,36,95,18
491,Male,47,95,3
492,Male,24,127,7
493,Male,27,110,43
494,Female,58,86,82
495,Female,49,77,38
496,Female,51,52,37
497,Female,45,81,58
498,Male,32,83,33
499,Male,47,27,59
500,Female,54,45,95
501,Male,46,128,11
502,Male,39,36,68
503,Male,21,107,82
504,Female,37,81,68
505,Female,49,68,98
506,Male,53,56,93
507,Female,67,78,88
508,Female,21,140,22
509,Female,44,35,66
510,Female,34,49,44
511,Female,29,44,6
512,Male,39,71,42
513,Female,34,61,25
514,Male,27,33,57
515,Male,18,128,85
516,Female,39,22,55
517,Male,43,40,16
518,Male,35,127,95
519,Male,67,85,14
520,Female,31,44,39
521,Female,64,149,28
522,Male,46,81,96
523,Female,29,79,92
524,Female,53,50,51
525,Female,52,39,49
526,Female,69,51,9
527,Male,29,15,58
528,Male,24,51,45
529,Female,46,147,22
530,Female,28,142,32
531,Male,50,141,69
532,Male,23,15,87
533,Female,64,49,69
534,Male,32,118,42
535,Female,49,37,53
536,Female,68,23,96
537,Male,28,48,59
538,Male,40,142,74
539,Female,43,18,39
540,Female,51,116,15
541,Male,63,89,71
542,Female,51,113,29
543,Male,46,86,3
544,Female,21,17,83
545,Male,34,48,10
546,Male,52,59,92
547,Male,30,75,29
548,Female,58,97,79
549,Female,56,137,35
550,Male,32,116,6
551,Female,46,30,12
552,Male,46,80,38
553,Male,28,133,77
554,Female,69,138,93
555,Female,49,116,19
556,Male,19,80,67
557,Female,64,27,8
558,Female,31,125,8
559,Male,37,48,84
560,Male,39,53,47
561,Female,28,134,4
562,Male,44,140,51
563,Male,20,69,85
564,Female,34,41,67
565,Male,61,132,45
566,Male,45,67,8
567,Female,46,53,87
568,Female,38,79,16
569,Male,64,27,77
570,Male,33,35,67
571,Female,54,67,9
572,Female,37,33,60
573,Female,23,71,78
574,Female,36,39,77
575,Male,22,45,71
576,Female,20,95,15
577,Female,18,37,71
578,Male,55,46,98
579,Female,32,88,41
580,Male,51,24,22
581,Female,52,68,24
582,Female,66,66,44
583,Female,42,128,1
584,Male,41,28,10
585,Male,29,124,80
586,Female,35,67,72
587,Male,32,93,56
588,Male,61,36,89
589,Male,33,44,50
590,Male,44,18,12
591,Male,25,73,89
592,Male,63,22,81
593,Female,42,26,60
594,Female,34,133,26
595,Male,46,48,78
596,Female,25,96,41
597,Female,32,112,36
598,Female,44,141,23
599,Female,63,89,43
600,Male,67,119,6
601,Female,69,63,69
602,Female,24,93,43
603,Male,20,107,25
604,Male,46,32,18
605,Female,61,110,62
606,Female,41,52,13
607,Female,20,101,43
608,Female,37,102,78
609,Female,63,64,28
610,Female,32,22,18
611,Male,42,148,59
612,Female,47,83,60
613,Female,31,135,63
614,Male,24,78,57
615,Male,34,135,92
616,Male,61,79,51
617,Male,37,121,56
618,Female,53,114,27
619,Female,26,96,32
620,Female,55,65,9
621,Female,65,97,96
622,Female,39,126,84
623,Female,19,70,92
624,Male,41,74,97
625,Female,25,134,68
626,Male,28,37,46
627,Male,30,27,98
628,Female,34,115,67
629,Male,25,38,26
630,Female,38,122,8
631,Male,35,25,6
632,Female,47,31,80
633,Male,35,39,24
634,Female,63,108,48
635,Female,64,35,94
636,Female,48,98,45
637,Female,55,51,13
638,Female,49,56,69
639,Male,28,115,25
640,Male,62,62,20
641,Male,42,117,82
642,Female,50,42,82
643,Male,55,55,66
644,Female,58,113,74
645,Female,25,61,45
646,Male,28,119,47
647,Male,39,138,63
648,Female,68,27,76
649,Male,41,114,77
650,Female,58,45,55
651,Female,34,144,75
652,Female,29,30,19
653,Female,63,87,35
654,Female,49,68,53
655,Male,32,114,26
656,Male,33,123,14
657,Female,39,101,45
658,Female,45,22,44
659,Male,37,21,88
660,Male,50,50,65
661,Female,27,32,51
662,Male,57,17,43
663,Female,49,42,86
664,Male,67,84,23
665,Female,50,42,56
666,Male,19,68,19
667,Female,50,79,82
668,Male,50,114,76
669,Male,58,35,55
670,Female,30,27,92
671,Male,47,71,92
672,Female,50,63,60
673,Male,30,132,59
674,Female,69,68,33
675,Male,43,67,19
676,Female,39,58,28
677,Male,56,61,52
678,Female,19,67,49
679,Male,55,88,37
680,Female,56,60,26
681,Female,43,27,99
682,Female,63,116,98
683,Male,67,38,99
684,Female,32,16,40
685,Male,51,95,80
686,Female,59,114,38
687,Male,61,145,77
688,Female,66,125,87
689,Male,57,116,54
690,Male,28,31,22
691,Female,20,26,16
692,Male,23,130,28
693,Male,26,38,35
694,Female,23,43,60
695,Male,26,136,45
696,Male,56,104,46
697,Male,48,79,72
698,Female,49,98,55
699,Male,58,133,86
700,Female,67,30,85
701,Male,29,118,26
702,Male,25,106,85
703,Male,25,41,25
704,Female,67,148,65
705,Male,45,149,6
706,Male,37,47,23
707,Female,64,69,64
708,Male,24,21,87
709,Female,28,71,43
710,Female,37,140,23
711,Male,33,26,96
712,Female,21,30,30
713,Male,23,57,77
714,Female,39,131,18
715,Female,43,149,87
716,Male,20,125,79
717,Female,58,65,97
718,Female,59,89,21
719,Female,31,22,57
720,Female,28,59,23
721,Female,35,73,91
722,Male,29,146,45
723,Female,40,118,44
724,Male,29,112,82
725,Female,30,93,88
726,Male,42,138,47
727,Male,62,18,40
728,Female,68,104,51
729,Female,36,118,42
730,Female,63,133,7
731,Male,53,147,50
732,Female,62,70,48
733,Male,25,110,84
734,Male,46,89,91
735,Male,49,46,6
736,Female,68,42,91
737,Female,61,36,9
738,Male,35,31,57
739,Male,23,73,31
740,Female,35,104,21
741,Male,36,120,90
742,Female,39,40,40
743,Male,54,39,45
744,Female,49,59,77
745,Male,58,97,49
746,Female,20,25,87
747,Male,45,118,20
748,Female,27,82,92
749,Female,68,109,17
750,Male,52,79,28
751,Male,46,63,41
752,Female,32,66,66
753,Male,50,116,25
754,Female,24,71,58
755,Male,29,61,41
756,Female,66,40,6
757,Female,47,128,75
758,Female,38,19,38
759,Female,48,98,6
760,Female,41,66,45
761,Female,37,119,75
762,Male,54,68,14
763,Male,21,29,66
764,Male,45,75,40
765,Female,61,136,3
766,Female,37,35,99
767,Female,41,60,97
768,Female,67,148,24
769,Male,66,52,19
770,Male,68,76,18
771,Female,49,100,64
772,Male,58,92,88
773,Male,53,60,35
774,Female,51,17,62
775,Male,53,20,1
776,Female,19,107,100
777,Male,32,22,25
778,Female,51,122,45
779,Female,53,89,49
780,Female,23,91,98
781,Female,56,64,89
782,Male,59,25,16
783,Female,68,109,98
784,Female,68,84,93
785,Female,29,30,19
786,Male,20,82,23
787,Female,62,113,83
788,Male,35,62,25
789,Female,57,78,16
790,Male,38,104,54
791,Male,32,90,73
792,Female,50,115,1
793,Male,52,103,42
794,Female,43,32,19
795,Female,25,33,97
796,Female,53,69,34
797,Male,65,116,80
798,Male,47,132,55
799,Female,40,148,18
800,Female,59,18,34
801,Male,61,122,89
802,Female,31,129,45
803,Female,31,43,6
804,Female,19,73,21
805,Male,54,139,70
806,Male,22,112,96
807,Male,55,31,48
808,Female,62,121,39
809,Female,58,57,31
810,Female,64,94,10
811,Male,31,22,30
812,Female,56,120,18
813,Female,42,22,60
814,Female,37,110,88
815,Female,19,108,73
816,Male,56,79,95
817,Male,23,53,15
818,Female,34,95,4
819,Male,42,98,63
820,Male,45,102,40
821,Female,19,100,9
822,Female,52,107,9
823,Male,54,100,26
824,Female,22,58,4
825,Male,18,88,81
826,Female,57,50,16
827,Male,29,115,15
828,Female,53,118,99
829,Male,62,80,52
830,Male,40,69,69
831,Male,64,105,5
832,Female,48,36,20
833,Male,28,115,79
834,Male,27,135,18
835,Female,20,107,2
836,Female,31,122,93
837,Male,33,24,13
838,Male,27,23,4
839,Female,46,48,42
840,Female,27,143,74
841,Female,29,103,61
842,Female,47,107,95
843,Female,58,85,8
844,Male,18,81,67
845,Female,22,131,63
846,Male,37,108,9
847,Male,25,113,94
848,Male,60,127,11
849,Female,29,117,99
850,Male,18,105,42
851,Male,37,104,13
852,Female,45,31,36
853,Male,60,32,13
854,Male,54,130,12
855,Female,64,107,37
856,Male,54,105,74
857,Male,29,96,73
858,Male,54,82,52
859,Female,66,128,71
860,Female,66,15,2
861,Female,61,72,56
862,Male,45,123,60
863,Male,64,130,23
864,Female,32,101,40
865,Male,23,24,64
866,Male,61,73,85
867,Female,37,55,23
868,Female,67,119,29
869,Male,31,147,78
870,Male,19,136,90
871,Male,26,36,51
872,Female,54,112,69
873,Female,37,82,95
874,Female,43,70,89
875,Female,46,113,31
876,Male,18,90,50
877,Female,52,40,20
878,Female,23,129,55
879,Female,54,123,81
880,Female,22,61,2
881,Female,50,85,25
882,Male,66,54,13
883,Male,68,147,92
884,Female,31,146,70
885,Male,29,37,67
886,Female,59,120,58
887,Female,37,98,99
888,Male,67,130,82
889,Male,41,123,75
890,Female,60,55,84
891,Female,51,126,64
892,Female,42,126,69
893,Male,67,117,83
894,Female,46,60,86
895,Female,56,82,59
896,Female,48,136,60
897,Male,64,29,83
898,Female,60,143,62
899,Female,67,125,16
900,Male,40,38,88
901,Female,61,41,68
902,Female,55,54,15
903,Male,37,38,89
904,Female,40,38,55
905,Male,62,18,35
906,Male,69,81,55
907,Female,33,48,14
908,Female,67,130,49
909,Female,59,37,83
910,Female,25,123,100
911,Male,67,83,7
912,Female,38,109,30
913,Male,18,76,83
914,Female,25,71,49
915,Female,46,68,89
916,Female,49,84,16
917,Male,55,115,51
918,Female,22,71,72
919,Female,64,149,82
920,Female,39,117,92
921,Female,64,99,80
922,Male,51,75,83
923,Female,18,17,42
924,Male,43,142,17
925,Male,60,100,63
926,Male,27,61,45
927,Male,47,90,77
928,Male,67,52,7
929,Male,35,101,27
930,Female,34,72,10
931,Male,43,64,34
932,Male,25,44,36
933,Male,64,115,25
934,Female,57,39,6
935,Female,66,126,24
936,Male,29,140,18
937,Female,44,137,87
938,Male,25,61,6
939,Male,42,132,29
940,Female,63,53,25
941,Male,21,30,55
942,Female,50,36,81
943,Female,18,68,46
944,Male,36,30,24
945,Male,48,73,75
946,Female,33,45,26
947,Male,31,46,98
948,Male,65,23,28
949,Male,22,24,3
950,Female,58,31,75
951,Female,43,82,38
952,Male,45,62,61
953,Female,19,125,78
954,Female,67,137,51
955,Female,23,115,90
956,Female,26,116,48
957,Female,50,79,21
958,Male,58,65,54
959,Male,42,50,56
960,Male,65,95,94
961,Female,30,141,59
962,Female,26,102,72
963,Male,30,118,51
964,Female,48,29,20
965,Male,58,110,96
966,Male,28,137,86
967,Male,21,15,59
968,Female,51,136,71
969,Female,55,140,9
970,Male,63,71,1
971,Male,21,95,29
972,Male,55,87,63
973,Male,36,84,72
974,Female,23,20,56
975,Female,51,98,68
976,Male,35,66,35
977,Male,30,17,3
978,Female,58,95,7
979,Female,40,77,27
980,Male,36,63,1
981,Male,62,90,91
982,Male,28,126,80
983,Female,18,123,71
984,Female,41,79,44
985,Female,24,95,87
986,Male,42,29,41
987,Male,38,114,75
988,Female,32,46,42
989,Female,18,110,33
990,Male,29,142,50
991,Female,24,127,63
992,Female,32,97,100
993,Male,38,57,37
994,Female,36,130,59
995,Male,46,92,81
996,Male,42,72,99
997,Male,50,47,48
998,Male,66,28,5
999,Male,49,146,48
1000,Male,66,73,96
1001,Male,52,97,3
1002,Female,61,148,47
1003,Male,55,135,62
1004,Male,43,97,99
1005,Female,28,41,14
1006,Female,52,94,63
1007,Female,25,148,61
1008,Male,63,27,31
1009,Female,31,78,95
1010,Male,27,94,17
1011,Male,19,137,24
1012,Male,63,57,23
1013,Male,26,103,82
1014,Female,20,109,50
1015,Female,38,16,78
1016,Male,43,134,79
1017,Male,25,36,79
1018,Male,65,129,70
1019,Female,19,71,27
1020,Male,23,86,15
1021,Male,45,21,50
1022,Female,46,133,36
1023,Female,43,128,8
1024,Male,42,30,79
1025,Female,29,97,3
1026,Female,22,86,62
1027,Male,51,138,47
1028,Female,65,127,77
1029,Male,54,26,98
1030,Female,32,140,88
1031,Male,61,67,96
1032,Male,53,89,61
1033,Male,32,147,32
1034,Female,60,41,94
1035,Male,65,148,13
1036,Female,40,111,1
1037,Male,23,19,34
1038,Male,63,71,62
1039,Female,67,92,79
1040,Male,61,83,78
1041,Male,60,132,93
1042,Female,62,134,98
1043,Male,38,73,82
1044,Male,40,47,71
1045,Male,60,76,93
1046,Male,33,64,31
1047,Female,64,126,64
1048,Female,32,33,25
1049,Male,42,137,38
1050,Female,53,61,14
1051,Male,28,47,8
1052,Female,68,98,91
1053,Male,32,149,54
1054,Male,21,93,2
1055,Male,38,28,81
1056,Male,30,142,78
1057,Male,39,68,89
1058,Male,36,43,56
1059,Female,51,38,94
1060,Male,31,96,93
1061,Female,21,77,84
1062,Male,65,119,85
1063,Female,69,71,61
1064,Female,63,76,22
1065,Female,44,31,35
1066,Male,46,80,16
1067,Male,64,20,50
1068,Female,45,72,43
1069,Male,52,83,17
1070,Female,25,76,80
1071,Male,33,96,58
1072,Female,59,85,2
1073,Female,53,145,4
1074,Male,47,24,85
1075,Female,35,112,39
1076,Male,19,103,98
1077,Female,66,49,94
1078,Female,30,16,6
1079,Male,21,138,81
1080,Male,43,38,89
1081,Male,42,88,69
1082,Female,47,36,69
1083,Male,28,53,20
1084,Female,24,34,64
1085,Female,48,55,16
1086,Male,61,122,51
1087,Male,27,98,37
1088,Female,56,125,73
1089,Female,30,80,69
1090,Male,48,67,42
1091,Male,24,48,57
1092,Male,66,81,66
1093,Male,59,148,9
1094,Male,59,41,100
1095,Female,53,24,86
1096,Female,37,87,64
1097,Female,21,110,86
1098,Female,24,62,22
1099,Male,18,84,34
1100,Male,61,114,55
1101,Male,62,73,29
1102,Female,59,16,38
1103,Female,64,79,97
1104,Male,30,97,18
1105,Male,39,24,71
1106,Female,38,67,65
1107,Female,39,93,97
1108,Male,45,73,1
1109,Male,26,62,88
1110,Female,43,137,4
1111,Male,26,36,4
1112,Male,32,114,82
1113,Male,27,112,27
1114,Female,41,39,43
1115,Female,59,42,59
1116,Female,25,127,32
1117,Female,41,59,33
1118,Female,33,82,28
1119,Female,66,21,55
1120,Female,43,63,100
1121,Male,44,97,60
1122,Male,54,143,70
1123,Male,21,87,62
1124,Male,67,60,80
1125,Male,41,120,34
1126,Male,36,46,87
1127,Male,53,20,88
1128,Female,56,88,56
1129,Female,27,128,13
1130,Male,42,41,56
1131,Male,35,68,18
1132,Female,36,99,54
1133,Male,53,141,77
1134,Male,27,125,43
1135,Female,50,29,39
1136,Male,67,146,61
1137,Female,22,107,42
1138,Male,64,137,81
1139,Female,66,87,79
1140,Female,52,106,18
1141,Female,61,31,23
1142,Male,51,57,54
1143,Female,50,135,30
1144,Male,38,55,98
1145,Male,34,53,58
1146,Male,39,127,68
1147,Male,65,125,67
1148,Female,54,61,71
1149,Female,32,77,18
1150,Male,52,124,7
1151,Male,45,83,40
1152,Female,24,57,70
1153,Male,49,48,86
1154,Female,28,54,65
1155,Male,27,75,68
1156,Male,26,76,49
1157,Female,31,72,52
1158,Male,30,89,29
1159,Female,42,30,21
1160,Male,19,96,90
1161,Male,52,108,78
1162,Male,24,62,9
1163,Female,38,96,47
1164,Male,35,52,76
1165,Male,20,141,42
1166,Male,59,33,51
1167,Male,56,77,56
1168,Female,58,91,51
1169,Female,66,145,70
1170,Male,28,116,20
1171,Female,56,79,88
1172,Male,41,134,27
1173,Male,63,105,38
1174,Male,36,22,72
1175,Female,21,87,65
1176,Female,43,148,54
1177,Female,55,121,24
1178,Female,59,103,47
1179,Female,49,53,71
1180,Female,56,127,83
1181,Female,62,42,86
1182,Female,63,111,63
1183,Female,53,51,57
1184,Male,57,96,55
1185,Female,54,70,60
1186,Female,50,99,99
1187,Female,53,16,62
1188,Female,20,72,30
1189,Female,26,121,93
1190,Female,25,137,22
1191,Female,50,128,75
1192,Female,23,121,84
1193,Female,58,51,29
1194,Female,56,93,41
1195,Female,21,106,42
1196,Male,30,32,98
1197,Male,66,112,65
1198,Female,19,77,31
1199,Female,22,18,30
1200,Male,61,149,18
1201,Female,44,75,17
1202,Male,49,121,38
1203,Male,38,68,14
1204,Male,25,102,87
1205,Male,55,82,89
1206,Male,25,143,79
1207,Female,67,69,56
1208,Male,20,17,22
1209,Female,61,135,67
1210,Female,20,143,56
1211,Male,39,116,19
1212,Male,23,52,57
1213,Female,19,99,44
1214,Male,40,147,98
1215,Male,61,106,35
1216,Female,19,35,1
1217,Female,55,123,52
1218,Male,34,61,85
1219,Female,52,98,93
1220,Male,51,97,70
1221,Male,40,49,37
1222,Male,47,83,65
1223,Female,69,143,51
1224,Female,25,41,1
1225,Female,39,70,91
1226,Female,61,37,21
1227,Female,53,35,53
1228,Male,22,75,16
1229,Male,30,77,61
1230,Male,46,136,54
1231,Male,48,66,40
1232,Female,64,102,26
1233,Male,33,69,80
1234,Female,59,60,92
1235,Male,47,46,65
1236,Female,33,69,100
1237,Female,29,110,74
1238,Male,34,147,64
1239,Male,33,50,43
1240,Male,29,124,17
1241,Male,25,120,59
1242,Female,37,72,23
1243,Male,20,53,7
1244,Male,33,94,44
