CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
228,Female,23,57,62
229,Male,23,116,15
230,Male,54,17,29
231,Female,47,36,67
232,Female,18,18,83
233,Male,25,23,86
234,Female,45,38,47
235,Female,42,35,84
236,Female,50,124,7
237,Female,55,82,68
238,Female,69,90,1
239,Female,31,76,71
240,Female,28,99,22
241,Female,19,105,57
242,Female,47,127,94
243,Female,47,71,73
244,Male,21,45,58
245,Female,30,133,27
246,Female,24,31,38
247,Male,55,114,87
248,Female,20,123,76
249,Female,26,119,13
250,Female,31,12,97
251,Male,69,106,15
252,Female,28,45,80
253,Male,54,19,98
254,Male,31,109,73
255,Female,36,30,91
256,Female,25,113,48
257,Female,24,124,15
258,Female,24,146,99
259,Female,20,121,98
260,Female,20,129,40
261,Male,35,88,30
262,Female,62,105,23
263,Male,50,117,9
264,Female,54,128,32
265,Female,45,37,35
266,Female,53,15,49
267,Female,33,70,96
268,Female,32,15,45
269,Female,46,131,16
270,Female,35,114,32
271,Male,66,71,25
272,Male,63,37,94
273,Female,63,89,37
274,Male,36,18,37
275,Female,46,24,35
276,Male,23,29,45
277,Female,62,69,8
278,Female,67,84,47
279,Male,64,103,36
280,Female,44,76,89
281,Male,24,11,82
282,Female,44,53,10
283,Male,36,143,1
284,Male,34,145,68
285,Male,58,48,90
286,Female,28,102,75
287,Male,22,53,15
288,Male,19,36,96
289,Female,64,25,79
290,Male,29,48,92
291,Female,59,138,87
292,Female,59,42,3
293,Male,69,59,32
294,Female,28,112,20
295,Female,27,36,56
296,Male,45,133,78
297,Female,24,95,99
298,Male,31,37,42
299,Female,30,73,73
300,Male,22,58,60
301,Female,68,120,56
302,Female,59,137,47
303,Female,25,18,24
304,Male,67,32,41
305,Male,18,144,4
306,Female,22,69,76
307,Female,28,70,51
308,Male,69,84,88
309,Female,60,109,1
310,Female,65,63,14
311,Female,27,40,95
312,Female,32,37,10
313,Male,56,99,97
314,Female,64,15,36
315,Female,46,43,42
316,Male,42,101,99
317,Female,65,117,48
318,Male,23,18,18
319,Female,28,102,89
320,Female,34,107,76
321,Female,32,21,60
322,Female,33,25,28
323,Male,19,80,53
324,Female,53,144,9
325,Male,36,12,24
326,Female,55,14,20
327,Male,67,47,90
328,Female,38,88,69
329,Female,28,108,27
330,Female,58,11,92
331,Female,20,109,40
332,Male,51,148,71
333,Male,35,141,83
334,Female,32,56,54
335,Female,42,125,86
336,Male,67,103,82
337,Female,68,109,15
338,Male,32,29,97
339,Male,47,25,51
340,Female,34,145,69
341,Male,35,73,40
342,Female,48,113,69
343,Female,67,142,43
344,Male,60,47,64
345,Female,35,28,7
346,Female,52,83,2
347,Female,30,146,30
348,Female,31,26,75
349,Male,53,104,52
350,Female,35,54,33
351,Female,22,97,9
352,Male,31,51,11
353,Male,42,60,76
354,Female,61,122,10
355,Female,56,142,54
356,Male,29,17,75
357,Female,57,46,97
358,Female,45,56,20
359,Female,52,109,5
360,Male,18,98,24
361,Female,20,142,32
362,Male,60,95,31
363,Female,67,34,44
364,Female,24,135,78
365,Female,26,125,19
366,Female,53,129,24
367,Female,40,39,96
368,Female,41,57,12
369,Female,27,103,50
370,Female,67,64,85
371,Male,65,55,100
372,Male,29,40,25
373,Female,36,101,51
374,Male,49,83,14
375,Male,41,65,72
376,Female,39,131,29
377,Female,20,66,25
378,Female,57,26,87
379,Female,44,148,59
380,Female,36,26,100
381,Male,26,114,57
382,Male,68,147,12
383,Female,66,143,50
384,Female,30,90,12
385,Female,19,25,82
386,Female,53,112,100
387,Female,46,99,48
388,Male,28,13,50
389,Male,51,71,19
390,Female,21,65,53
391,Female,21,42,35
392,Male,69,40,27
393,Male,18,144,67
394,Female,42,142,77
395,Female,43,10,51
396,Female,28,54,19
397,Male,40,56,43
398,Male,19,39,35
399,Male,36,90,15
400,Female,46,33,16
401,Female,57,40,99
402,Male,69,37,69
403,Female,21,141,71
404,Female,33,48,85
405,Female,64,92,41
406,Male,54,80,54
407,Female,44,18,65
408,Male,22,31,89
409,Female,32,136,30
410,Female,40,11,19
411,Male,66,100,88
412,Female,20,25,46
413,Female,35,14,60
414,Male,60,149,79
415,Female,43,24,99
416,Female,23,76,24
417,Female,61,82,36
418,Female,34,101,49
419,Female,63,72,59
420,Male,55,109,14
421,Female,59,34,86
422,Male,65,50,39
423,Female,67,37,8
424,Male,44,120,48
425,Female,37,30,80
426,Female,23,70,81
427,Female,68,112,69
428,Male,52,148,41
429,Male,29,84,35
430,Female,65,10,64
431,Female,20,118,53
432,Female,65,86,54
433,Female,21,26,37
434,Male,69,120,52
435,Female,62,28,18
436,Female,21,83,21
437,Female,21,68,42
438,Female,56,124,65
439,Male,38,47,81
440,Male,61,40,8
441,Male,19,115,93
442,Female,33,120,84
443,Male,24,59,39
444,Female,36,135,61
445,Female,60,112,60
446,Female,50,68,69
447,Female,26,130,59
448,Female,54,104,10
449,Female,34,103,63
450,Female,44,61,70
451,Male,50,25,7
452,Male,66,64,35
453,Male,29,146,91
454,Female,62,145,42
455,Female,28,118,85
456,Female,30,103,88
457,Male,48,16,29
458,Female,30,142,27
459,Female,55,149,38
460,Male,43,90,2
461,Male,48,97,25
462,Female,39,117,66
463,Male,23,92,38
464,Female,37,54,59
465,Female,38,89,82
466,Female,27,34,7
467,Female,36,36,49
468,Male,52,60,68
469,Male,43,128,41
470,Male,24,117,74
471,Female,54,69,51
472,Male,25,81,92
473,Female,22,89,94
474,Female,61,81,24
475,Female,53,105,36
476,Female,68,135,80
477,Female,45,105,97
478,Male,67,148,10
479,Male,20,118,21
480,Female,56,15,27
481,Female,25,31,55
482,Male,32,112,85
483,Male,44,21,91
484,Female,66,36,96
485,Female,68,138,5
486,Male,53,89,99
487,Male,33,69,86
488,Male,43,125,59
489,Female,62,79,36
490,Male,61,45,74
491,Male,21,138,34
492,Female,29,61,52
493,Female,34,139,6
494,Female,58,146,14
495,Female,61,120,59
496,Male,43,97,57
497,Female,48,57,37
498,Male,32,114,58
499,Female,69,51,83
500,Male,51,103,32
501,Male,46,54,20
502,Female,26,139,85
503,Female,31,113,79
504,Female,53,116,81
505,Female,21,48,61
506,Female,55,143,57
507,Female,54,36,52
508,Male,41,28,88
509,Female,34,73,85
510,Female,30,60,48
511,Male,37,66,79
512,Female,34,29,11
513,Female,68,29,30
514,Female,44,91,60
515,Female,50,110,18
516,Female,38,47,92
517,Male,34,47,77
518,Female,39,74,74
519,Male,42,85,47
520,Male,20,142,12
521,Male,44,132,50
522,Female,44,134,40
523,Female,63,36,90
524,Female,29,112,64
525,Female,32,29,19
526,Male,55,69,87
527,Male,37,92,100
528,Male,39,15,27
529,Male,19,121,52
530,Female,21,148,80
531,Female,62,123,7
532,Male,30,93,63
533,Female,49,31,77
534,Female,39,93,55
535,Female,42,56,76
536,Female,44,111,91
537,Male,34,89,97
538,Male,23,34,31
539,Female,60,100,11
540,Male,68,76,17
541,Female,33,49,66
542,Female,25,39,67
543,Male,50,68,98
544,Female,27,37,32
545,Male,51,56,24
546,Male,36,126,88
547,Female,31,92,13
548,Female,20,66,22
549,Female,58,138,19
550,Female,40,38,53
551,Female,57,73,94
552,Male,28,108,39
553,Female,64,46,21
554,Female,23,137,87
555,Female,51,144,16
556,Female,18,99,7
557,Male,52,96,84
558,Female,42,73,78
559,Female,46,27,26
560,Female,40,38,86
561,Female,35,123,100
562,Male,31,69,90
563,Female,34,63,76
564,Female,19,81,31
565,Female,48,67,68
566,Female,36,45,40
567,Male,49,89,27
568,Male,45,24,9
569,Female,58,49,76
570,Female,25,90,93
571,Male,59,60,92
572,Female,58,106,16
573,Male,57,126,72
574,Male,56,142,13
575,Male,39,11,78
576,Female,41,124,60
577,Male,55,87,79
578,Male,19,102,60
579,Male,58,86,9
580,Female,58,69,53
581,Female,36,105,32
582,Female,58,107,86
583,Female,19,65,55
584,Female,45,127,25
585,Male,49,128,41
586,Female,36,47,26
587,Male,33,111,29
588,Female,47,60,82
589,Female,39,136,36
590,Male,31,112,84
591,Male,69,138,97
592,Male,18,94,84
593,Female,62,112,3
594,Male,19,27,59
595,Female,39,36,34
596,Male,63,101,6
597,Female,50,81,31
598,Female,32,104,99
599,Female,67,85,32
600,Male,58,15,42
601,Male,39,99,57
602,Male,57,89,73
603,Female,56,92,46
604,Female,58,91,91
605,Male,58,54,88
606,Male,28,80,56
607,Male,21,16,50
608,Female,24,135,86
609,Female,38,67,30
610,Male,24,66,36
611,Male,21,120,26
612,Female,29,65,50
613,Female,44,21,2
614,Female,34,102,7
615,Male,37,24,27
616,Male,48,17,80
617,Male,43,62,49
618,Female,48,146,46
619,Female,52,101,93
620,Female,26,16,85
621,Female,22,53,26
622,Male,69,23,82
623,Male,65,84,65
624,Male,25,124,2
625,Male,38,101,78
626,Male,33,143,79
627,Female,68,82,64
628,Female,33,139,64
629,Female,35,40,100
630,Male,64,135,88
631,Male,45,128,60
632,Male,35,36,89
633,Female,31,119,9
634,Female,65,115,15
635,Female,54,129,37
636,Male,57,91,6
637,Male,33,61,43
638,Male,38,23,45
639,Male,18,29,76
640,Male,28,127,91
641,Male,28,61,71
642,Female,19,110,28
643,Male,49,49,52
644,Female,36,77,76
645,Female,22,53,35
646,Male,20,143,66
647,Male,45,96,26
648,Male,43,129,20
649,Male,40,66,89
650,Female,47,81,62
651,Male,25,61,85
652,Male,53,20,1
653,Female,46,14,92
654,Male,30,140,53
655,Female,42,139,77
656,Female,39,11,30
657,Male,63,103,60
658,Male,50,136,10
659,Female,54,135,22
660,Male,24,50,29
661,Male,40,39,69
662,Female,23,53,8
663,Male,32,19,53
664,Male,32,39,11
665,Male,57,84,26
666,Male,51,58,19
667,Male,31,79,19
668,Male,46,35,30
669,Female,33,109,36
670,Male,46,142,42
671,Female,40,120,56
672,Female,27,23,9
673,Male,64,60,7
674,Male,21,24,18
675,Male,29,137,9
676,Male,59,149,6
677,Male,51,55,70
678,Male,21,81,45
679,Male,37,104,22
680,Male,45,38,81
681,Female,45,141,79
682,Female,23,34,73
683,Male,31,41,70
684,Female,52,109,87
685,Female,64,46,81
686,Female,18,135,96
687,Male,36,147,32
688,Male,18,109,67
689,Female,30,36,16
690,Female,25,144,2
691,Female,35,108,67
692,Male,52,146,41
693,Male,40,45,51
694,Male,67,127,14
695,Female,69,28,78
696,Female,43,64,94
697,Female,58,93,49
698,Male,55,15,49
699,Female,37,132,27
700,Male,19,116,81
701,Male,43,97,39
702,Female,53,71,73
703,Female,42,129,36
704,Female,47,46,10
705,Male,35,134,93
706,Female,24,26,4
707,Female,44,25,85
708,Female,28,138,2
709,Male,54,94,79
710,Female,25,134,28
711,Female,28,10,89
712,Male,41,39,26
713,Female,47,33,73
714,Female,47,55,30
715,Female,69,11,9
716,Female,69,38,1
717,Female,32,108,56
718,Male,52,71,56
719,Female,56,22,76
720,Female,41,74,61
721,Male,25,54,45
722,Female,60,56,13
723,Female,59,25,14
724,Female,37,135,10
725,Male,58,116,17
726,Female,64,12,17
727,Female,43,113,31
728,Male,69,104,46
729,Female,41,142,49
730,Female,39,101,90
731,Female,22,24,99
732,Male,32,46,100
733,Female,53,79,75
734,Female,54,148,80
735,Male,46,109,93
736,Male,32,93,18
737,Male,44,100,75
738,Male,66,42,11
739,Female,25,130,73
740,Male,46,39,89
741,Male,36,43,55
742,Male,48,142,96
743,Female,26,149,98
744,Male,27,85,3
745,Female,54,84,78
746,Female,27,61,89
747,Male,50,60,16
748,Male,42,67,100
749,Female,21,107,9
750,Male,22,134,68
751,Female,40,102,45
752,Female,56,143,2
753,Female,22,46,89
754,Female,69,147,22
755,Female,25,65,69
756,Female,34,92,49
757,Female,18,80,21
758,Female,67,75,74
759,Female,29,54,87
760,Female,52,96,91
761,Female,69,104,94
762,Female,31,19,55
763,Female,65,149,4
764,Male,35,22,58
765,Female,27,90,70
766,Female,32,126,59
767,Female,59,147,26
768,Female,50,131,74
769,Male,36,68,69
770,Female,51,137,39
771,Female,62,58,1
772,Male,42,15,57
773,Male,33,21,98
774,Female,25,38,48
775,Female,52,86,72
776,Female,38,133,21
777,Female,36,35,31
778,Male,63,77,58
779,Male,28,25,47
780,Male,61,62,23
781,Male,28,79,75
782,Female,28,14,80
783,Male,39,139,91
784,Male,38,139,7
785,Male,44,12,49
786,Female,35,104,88
787,Female,59,52,96
788,Female,65,142,99
789,Female,57,19,31
790,Female,55,33,47
791,Female,47,31,93
792,Female,68,98,68
793,Female,62,12,35
794,Female,64,121,75
795,Male,62,13,34
796,Male,50,116,58
797,Female,38,49,15
798,Male,19,25,78
799,Male,30,114,85
800,Male,19,81,71
801,Male,60,97,81
802,Female,62,25,42
803,Male,48,127,18
804,Female,27,100,78
805,Female,40,29,38
806,Female,39,93,64
807,Male,64,92,29
808,Female,46,135,10
809,Female,50,60,17
810,Male,48,27,32
811,Female,31,90,61
812,Female,27,106,84
813,Female,35,126,81
814,Female,28,133,46
815,Female,56,37,71
816,Male,64,98,56
817,Male,20,15,61
818,Female,19,115,44
819,Male,25,128,94
820,Female,48,146,38
821,Male,25,38,50
822,Male,60,74,74
823,Male,65,65,32
824,Female,19,39,90
825,Male,39,123,53
826,Female,22,105,48
827,Female,24,130,81
828,Female,37,67,1
829,Male,45,147,90
830,Male,30,35,30
831,Male,19,24,9
832,Male,49,98,33
833,Female,43,24,26
834,Male,20,106,42
835,Female,58,84,74
836,Male,59,97,42
837,Male,30,15,96
838,Female,38,72,39
839,Female,62,38,61
840,Male,54,57,47
841,Male,40,31,42
842,Male,24,36,48
843,Male,34,94,52
844,Female,45,88,33
845,Male,64,147,27
846,Female,47,31,43
847,Female,22,93,29
848,Male,41,92,19
849,Male,24,59,82
850,Male,51,138,99
851,Female,67,70,28
852,Female,59,39,10
853,Male,50,85,67
854,Female,44,46,93
855,Male,31,138,16
856,Female,36,22,100
857,Female,65,54,1
858,Female,68,13,82
859,Female,55,24,4
860,Male,29,113,69
861,Male,20,100,85
862,Male,24,48,4
863,Female,52,88,20
864,Male,42,69,63
865,Male,66,103,83
866,Female,32,52,35
867,Male,36,141,45
868,Male,36,86,57
869,Male,40,48,24
870,Male,28,63,20
871,Female,38,63,28
872,Female,69,71,38
873,Female,51,144,24
874,Male,56,22,84
875,Male,68,124,24
876,Male,24,48,70
877,Male,59,93,25
878,Female,61,114,96
879,Female,44,121,81
880,Male,67,81,81
881,Female,40,12,69
882,Female,55,82,17
883,Female,37,17,58
884,Male,44,85,73
885,Male,25,101,20
886,Female,54,115,2
887,Male,20,58,83
888,Male,19,52,9
889,Female,39,147,63
890,Female,23,11,83
891,Female,56,74,68
892,Female,57,95,6
893,Male,53,106,100
894,Female,61,19,11
895,Female,41,72,21
896,Female,29,112,63
897,Female,34,70,89
898,Male,39,10,30
899,Male,36,14,82
900,Female,26,44,89
901,Female,29,134,21
902,Male,49,36,23
903,Male,48,149,61
904,Male,34,103,30
905,Female,40,59,46
906,Male,27,78,60
907,Male,47,11,18
908,Female,36,111,62
909,Male,43,12,97
910,Female,43,139,45
911,Female,28,51,61
912,Female,37,52,59
913,Male,62,30,35
914,Female,21,54,22
915,Female,64,29,24
916,Male,29,52,87
917,Female,42,33,51
918,Male,27,91,65
919,Male,39,93,15
920,Male,24,69,28
921,Male,41,41,42
922,Female,19,131,20
923,Male,49,14,100
924,Female,38,139,43
925,Male,24,34,80
926,Female,25,95,69
927,Female,68,95,63
928,Female,55,84,43
929,Female,38,20,79
930,Male,25,77,2
931,Female,42,106,88
932,Male,45,117,77
933,Female,45,131,23
934,Male,48,51,12
935,Female,69,69,46
936,Male,53,71,33
937,Female,42,140,44
938,Male,69,80,25
939,Female,58,130,35
940,Female,54,29,35
941,Male,55,80,65
942,Female,68,140,43
943,Male,29,93,68
944,Female,54,107,62
945,Male,54,69,31
946,Male,48,77,28
947,Male,35,114,11
948,Male,43,145,32
949,Female,23,120,66
950,Female,26,144,60
951,Male,28,68,51
952,Female,48,42,59
953,Female,63,50,77
954,Male,19,38,17
955,Female,46,114,68
956,Male,63,110,95
957,Female,68,73,38
958,Female,59,95,64
959,Male,22,75,3
960,Male,40,123,54
961,Female,53,131,76
962,Female,24,18,44
963,Male,30,38,82
964,Female,59,106,30
965,Male,27,83,75
966,Female,53,133,88
967,Female,33,119,85
968,Female,32,62,54
969,Female,60,85,48
970,Male,36,67,35
971,Female,38,143,68
972,Male,52,54,26
973,Male,32,126,72
974,Female,65,131,88
975,Male,31,83,56
976,Female,46,83,76
977,Female,22,34,69
978,Female,66,133,80
979,Female,35,70,64
980,Female,68,107,96
981,Female,18,63,29
982,Male,44,69,97
983,Male,44,41,78
984,Female,42,62,59
985,Female,58,148,25
986,Male,38,127,72
987,Female,31,56,27
988,Female,69,99,99
989,Male,37,69,22
990,Female,45,45,71
991,Female,38,51,100
992,Female,40,22,47
993,Female,28,124,76
994,Female,19,110,55
995,Female,37,131,9
996,Male,41,74,54
997,Female,42,142,64
998,Male,54,126,99
999,Female,39,110,39
1000,Male,41,48,83
1001,Female,32,149,92
1002,Male,29,118,93
1003,Female,63,23,8
1004,Female,48,115,27
1005,Male,60,84,69
1006,Female,48,88,93
1007,Male,47,121,99
1008,Male,58,76,33
1009,Female,37,148,96
1010,Female,25,20,85
1011,Male,61,25,10
1012,Female,47,10,16
1013,Female,52,133,11
1014,Male,38,47,19
1015,Female,64,123,64
1016,Female,57,107,52
1017,Male,45,69,77
1018,Female,56,28,15
1019,Female,34,133,42
1020,Male,29,109,100
1021,Male,69,77,96
1022,Male,67,147,83
1023,Male,35,26,79
1024,Female,64,89,38
1025,Female,45,94,86
1026,Female,20,101,49
1027,Female,68,38,77
1028,Male,32,143,84
1029,Female,33,128,49
1030,Male,39,131,79
1031,Female,66,120,71
1032,Male,48,96,55
1033,Male,48,25,22
1034,Male,18,141,43
1035,Female,28,116,50
1036,Female,23,17,84
1037,Male,40,143,19
1038,Female,26,134,91
1039,Female,69,137,72
1040,Female,33,62,18
1041,Male,55,128,10
1042,Female,61,100,50
1043,Female,36,72,49
1044,Female,62,143,41
1045,Female,30,116,99
1046,Male,49,11,15
1047,Male,53,25,23
1048,Female,26,111,76
1049,Female,63,128,27
1050,Male,63,68,6
1051,Female,66,18,24
1052,Female,54,126,86
1053,Male,48,19,9
1054,Female,48,103,74
1055,Female,36,16,62
1056,Female,19,102,67
1057,Female,62,132,70
1058,Female,49,72,90
1059,Female,60,13,78
1060,Male,51,37,100
1061,Male,18,81,42
1062,Male,38,139,60
1063,Male,20,84,83
1064,Male,44,82,48
1065,Female,61,111,56
1066,Female,24,138,87
1067,Male,50,76,5
1068,Female,26,37,79
1069,Female,47,101,94
1070,Male,35,91,97
1071,Female,43,60,54
1072,Female,37,65,38
1073,Female,55,82,19
1074,Male,58,35,69
1075,Female,48,97,73
1076,Female,25,61,71
1077,Female,40,134,24
1078,Female,67,15,80
1079,Female,42,126,10
1080,Male,64,21,85
1081,Male,18,72,21
1082,Female,63,45,15
1083,Male,35,18,64
1084,Male,36,83,13
1085,Male,68,76,71
1086,Female,59,38,40
1087,Female,69,80,8
1088,Female,23,99,38
1089,Female,34,17,52
1090,Male,63,52,2
1091,Male,62,44,22
1092,Female,25,119,4
1093,Female,59,31,52
1094,Female,26,75,7
1095,Female,54,111,1
1096,Female,44,103,83
1097,Male,53,104,58
1098,Female,23,50,62
1099,Male,23,13,94
1100,Male,62,107,66
1101,Male,21,19,55
1102,Male,39,103,13
1103,Female,57,76,28
1104,Female,44,147,14
1105,Female,54,82,3
1106,Female,19,62,16
1107,Male,26,13,89
1108,Female,28,77,46
1109,Male,37,122,3
1110,Male,69,105,98
1111,Male,60,111,3
1112,Male,56,148,41
1113,Female,31,53,29
1114,Male,43,128,40
1115,Female,55,119,19
1116,Male,47,55,20
1117,Male,53,32,21
1118,Male,55,115,20
1119,Female,52,135,92
1120,Male,23,99,47
1121,Male,20,107,91
1122,Male,18,84,44
1123,Female,35,123,89
1124,Female,40,129,2
1125,Female,49,94,43
1126,Female,46,52,57
1127,Male,40,97,88
1128,Male,53,139,97
1129,Female,23,142,19
1130,Female,34,113,90
1131,Female,35,102,64
1132,Female,48,50,46
1133,Male,23,41,41
1134,Female,51,115,67
1135,Female,61,11,91
1136,Male,61,19,14
1137,Male,44,128,20
1138,Female,53,110,35
1139,Female,65,119,87
1140,Male,69,76,25
1141,Female,59,32,4
1142,Male,42,107,57
1143,Male,27,106,2
1144,Female,56,15,66
1145,Female,63,22,89
1146,Male,56,30,87
1147,Female,29,67,21
1148,Female,28,129,89
1149,Female,66,129,91
1150,Male,60,145,52
1151,Male,20,86,75
1152,Female,68,107,78
1153,Male,39,67,81
1154,Male,21,95,15
1155,Female,25,10,46
1156,Male,31,86,31
1157,Male,37,19,62
1158,Female,41,78,34
1159,Female,31,71,36
1160,Male,45,22,44
1161,Male,33,19,63
1162,Female,49,12,77
1163,Female,64,43,18
1164,Male,29,43,81
1165,Male,33,94,45
1166,Male,69,67,39
1167,Female,36,114,92
1168,Female,22,18,26
1169,Female,29,50,78
1170,Male,46,34,75
1171,Male,22,45,96
1172,Male,59,17,24
1173,Female,34,135,58
1174,Male,64,123,95
1175,Male,25,114,50
1176,Male,57,102,72
1177,Male,57,98,39
1178,Female,47,47,72
1179,Male,27,101,31
1180,Male,37,128,83
1181,Female,62,110,36
1182,Male,33,122,39
1183,Male,58,37,96
1184,Female,33,108,21
1185,Female,59,145,23
1186,Female,20,50,54
1187,Male,40,127,36
1188,Male,39,32,15
1189,Male,45,32,2
1190,Male,63,41,76
1191,Male,62,147,70
1192,Female,53,90,38
1193,Female,21,108,65
1194,Female,55,72,50
1195,Male,41,45,90
1196,Female,36,102,87
1197,Female,28,55,1
1198,Female,57,36,21
1199,Female,63,85,57
1200,Female,57,110,19
1201,Female,63,18,29
1202,Female,56,138,50
1203,Female,35,65,90
1204,Male,29,96,34
1205,Female,31,27,81
1206,Male,64,51,82
1207,Male,35,120,54
1208,Female,61,82,32
1209,Male,59,74,4
1210,Female,29,142,30
1211,Female,57,19,95
1212,Male,44,69,18
1213,Male,23,81,69
1214,Female,41,61,96
1215,Female,68,71,29
1216,Female,50,126,12
1217,Male,62,134,15
1218,Female,33,69,79
1219,Female,67,95,99
1220,Male,29,104,53
1221,Male,48,16,35
1222,Female,54,48,52
1223,Female,30,16,53
1224,Male,25,149,14
1225,Female,55,23,18
1226,Male,20,43,38
1227,Female,37,131,86
1228,Female,21,82,38
1229,Female,61,73,55
1230,Female,62,106,11
1231,Male,19,21,67
1232,Male,68,135,53
1233,Female,53,43,78
1234,Male,40,36,44
1235,Female,62,27,25
1236,Male,36,46,62
1237,Female,57,144,14
1238,Male,25,77,47
1239,Female,33,89,95
1240,Male,60,95,89
1241,Male,35,69,55
1242,Male,53,57,83
1243,Male,41,109,12
1244,Male,18,93,7
